refseq_id	string_id	groupid	cog_category	interacting protein	interacting protein cog 
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02234	ENOG4108HHA
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02235	ENOG4108JYN
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02288	ENOG4105CX7
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02326	ENOG4105EVN
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02401	ENOG4105CB1
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02407	ENOG4105C5T
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02478	ENOG4105CC8
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02513	ENOG4105CKA
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02543	ENOG4105DC1
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02581	ENOG4105E2D
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02672	ENOG4105DKQ
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02741	ENOG4107QJF
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02755	ENOG4105CQ4
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02789	ENOG4105CJQ
EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02806	ENOG4105E2D
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00015	ENOG4105DF0
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00016	ENOG4107RY0
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00144	ENOG4105CDH
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00146	ENOG4105CXT
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00147	ENOG4108R9M
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00153	ENOG4105C5F
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00154	ENOG4107WYP
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00155	ENOG4105CBC
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00156	ENOG4105EYU
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00158	ENOG4107QTX
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00161	ENOG4105C8D
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00162	ENOG4105CBA
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00163	ENOG4105C1M
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00164	ENOG4105CU6
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00185	N/A
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00385	ENOG4105CDH
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00511	ENOG4105BZ5
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00512	ENOG4105CBA
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00728	ENOG4105C68
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00782	ENOG4105D6E
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00988	ENOG41065KT
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01001	ENOG4107N11
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01082	ENOG4105CFH
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01202	ENOG4105C12
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01203	ENOG4108V3E
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01233	ENOG4105DI7
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01249	ENOG4105EFR
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01250	ENOG4105CNB
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01411	ENOG4105EFR
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01412	ENOG4105CNB
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01483	ENOG4105C46
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01877	ENOG4105CM3
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01919	ENOG4105D9P
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01969	ENOG4105NDF
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01976	ENOG4105CER
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02128	ENOG4105DBV
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02170	ENOG4105MXR
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02258	ENOG4105D9P
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02262	ENOG4105D9P
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02344	ENOG4108UE8
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02361	ENOG4105D6E
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02394	ENOG4105CXT
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02395	ENOG4108R9M
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02514	ENOG4105DI7
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02521	ENOG4108HQW
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02571	ENOG4107QTX
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02646	ENOG4105CPF
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02696	ENOG4105CDJ
EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02697	ENOG4105BZ8
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00083	ENOG4105MDG
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00151	ENOG4108J4G
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00181	ENOG4107XA4
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00254	ENOG4105NZF
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00354	ENOG4105ESP
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00566	ENOG4105CG3
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00577	ENOG4108ZJ4
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00615	ENOG4105CRD
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00787	ENOG4106FX4
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00809	ENOG4105DKQ
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00862	ENOG41064KY
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01114	ENOG4105CPE
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01163	ENOG4108IUJ
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01164	ENOG4108IUN
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01198	ENOG4108QR2
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01211	ENOG4107APH
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01242	ENOG4105DM4
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01268	ENOG4105E2D
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01400	ENOG4108KBS
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01419	ENOG4105D2F
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01422	ENOG4105C9C
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01432	ENOG4105CPE
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01473	ENOG4108IUK
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01582	ENOG4105CPE
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01594	ENOG4105RYY
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01685	ENOG4105D2F
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02111	ENOG4108478
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02191	ENOG4105CNT
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02288	ENOG4105CX7
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02318	N/A
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02319	ENOG4108ZJ4
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02401	ENOG4105CB1
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02465	ENOG4107QU9
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02528	ENOG4105E8A
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02566	ENOG4108IUK
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02581	ENOG4105E2D
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02672	ENOG4105DKQ
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02677	ENOG4108IUN
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02789	ENOG4105CJQ
EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02806	ENOG4105E2D
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00078	ENOG4108IJ9
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00266	ENOG4108IJ6
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00732	ENOG4107RMD
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00772	ENOG4105CNN
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_01199	ENOG4105DRW
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_01407	N/A
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_01874	ENOG4105D7T
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02138	ENOG4105F0P
EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02139	ENOG4105DRW
