ncbi taxid	refseq id	string_id	groupid	cog_category	interacting protein	interacting protein cog
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02414	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_01133	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02499	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02325	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02484	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00510	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00912	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02559	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00664	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00717	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02591	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02524	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02490	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02482	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02047	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02497	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02488	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02746	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_01265	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02589	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00692	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00708	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02494	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_01902	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02523	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02739	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02491	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_01046	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_00196	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02743	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02492	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02481	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_02529	N/A
411460	EDK23280	411460.RUMTOR_02560	ENOG4108UM5	J	411460.RUMTOR_01142	ENOG4105KQV
411460	EDK23430	411460.RUMTOR_02425	ENOG4107QM1	E	411460.RUMTOR_01496	N/A
411460	EDK23430	411460.RUMTOR_02425	ENOG4107QM1	E	411460.RUMTOR_01882	N/A
411460	EDK23430	411460.RUMTOR_02425	ENOG4107QM1	E	411460.RUMTOR_02424	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02234	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00098	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02741	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00219	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02229	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02672	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00805	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02806	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01622	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01618	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01243	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01462	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01065	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01798	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00639	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00560	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01685	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01268	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01610	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00254	ENOG4105NZF
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01929	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01917	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00809	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00390	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01242	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01211	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00563	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00757	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00807	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02581	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01980	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02144	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00562	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00404	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01855	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00862	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00770	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00391	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01255	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00354	ENOG4105ESP
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02288	ENOG4105CX7
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00181	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01939	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01195	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00388	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02407	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01198	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00564	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00808	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02135	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02401	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00776	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01738	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02543	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02235	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02326	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02789	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01594	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01424	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00408	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00387	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01245	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00565	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02755	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02478	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01930	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01114	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01483	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_02513	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_01642	N/A
411460	EDK24155	411460.RUMTOR_01612	ENOG4108KPW	G	411460.RUMTOR_00386	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00164	ENOG4105CU6
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01001	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02696	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00158	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02262	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01233	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00728	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00146	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02258	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01483	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01411	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00147	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02170	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00156	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02571	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01202	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00016	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01250	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02128	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02521	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00154	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00015	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01976	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00782	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00153	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02697	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02514	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01969	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00988	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01412	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01919	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01877	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00161	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00162	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02361	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01249	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00385	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00144	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00512	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02394	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00163	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02344	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01203	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00511	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00185	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_01082	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_00155	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02395	N/A
411460	EDK24373	411460.RUMTOR_01428	ENOG4105CU6	F	411460.RUMTOR_02646	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01432	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00151	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00566	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01422	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01400	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00862	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01164	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02672	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00787	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02806	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00354	ENOG4105ESP
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01163	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02288	ENOG4105CX7
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00181	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01198	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02191	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01685	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01419	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01268	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02401	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01582	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00254	ENOG4105NZF
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02566	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00809	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01473	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00577	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01242	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02318	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01211	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02111	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02789	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02528	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01594	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00083	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_00615	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02581	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02677	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02319	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_01114	N/A
411460	EDK24445	411460.RUMTOR_01174	ENOG4107ERB	S	411460.RUMTOR_02465	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00078	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00266	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00732	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_00772	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_01199	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_01407	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_01874	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02138	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02139	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02435	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02461	N/A
411460	EDK24472	411460.RUMTOR_01201	ENOG4107WVT	G	411460.RUMTOR_02759	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_01265	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_01657	ENOG4105VG0
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_01128	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_00283	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_02589	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_02489	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_01026	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_00691	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_02591	N/A
411460	EDK24876	411460.RUMTOR_01142	ENOG4105KQV	J	411460.RUMTOR_02524	N/A
